Session: ClassificationLearnerSession_00-feature_selection_ANOVA,,,,,,,,,,
Training Data: train_data    Observations: 864,,,,,,,,,,
"Predictors: 36    Predictor Names: mean_fmg_Extensor, rms_fmg_Extensor, std_fmg_Extensor, median_fmg_Extensor, wl_fmg_Extensor, ssc_fmg_Extensor, rms_Extensor, mav_Extensor, sd_Extensor, iqr_Extensor, wl_Extensor, ssc_Extensor, iemg_Extensor, kurt_Extensor, log_Extensor, mnf_Extensor, pkf_Extensor, mnpsd_Extensor, mean_fmg_Flexor, rms_fmg_Flexor, std_fmg_Flexor, median_fmg_Flexor, wl_fmg_Flexor, ssc_fmg_Flexor, rms_Flexor, mav_Flexor, sd_Flexor, iqr_Flexor, wl_Flexor, ssc_Flexor, iemg_Flexor, kurt_Flexor, log_Flexor, mnf_Flexor, pkf_Flexor, mnpsd_Flexor",,,,,,,,,,
"Response Name: labels    Response Classes: 5    Response Class Names: abrir, fechar, ok, pinch, point",,,,,,,,,,
Validation: 5-fold cross-validation,,,,,,,,,,
Test Data: test_data    Observations: 216,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Favorite,Model Number,Model Type,Preset,Accuracy % (Validation),Accuracy % (Test),Prediction Speed (obs/sec),Training Time (sec),Model Size (bytes),Selected Features,Feature Ranking Algorithm
0,2.1,Tree,Fine Tree,73.0324074074074,72.6851851851852,37581.2302633296,8.5626292,38941,30/36,ANOVA
0,2.2,Tree,Medium Tree,62.962962962963,56.9444444444444,32869.8331779879,1.669443,15593,30/36,ANOVA
0,2.3,Tree,Coarse Tree,48.1481481481481,43.0555555555556,32515.1850430149,2.1959313,9733,30/36,ANOVA
0,2.4,Discriminant,Linear Discriminant,71.2962962962963,70.8333333333333,22041.3786065971,2.3302091,27046,30/36,ANOVA
0,2.5,Discriminant,Quadratic Discriminant,82.8703703703704,81.0185185185185,19155.3892268672,1.8087336,94912,30/36,ANOVA
0,2.6,Efficient Logistic Regression,Efficient Logistic Regression,31.712962962963,30.5555555555556,17934.8739888281,3.2424967,163376,30/36,ANOVA
0,2.7,Efficient Linear SVM,Efficient Linear SVM,52.662037037037,50,18340.0941203441,2.1807712,162932,30/36,ANOVA
0,2.8,Naive Bayes,Gaussian Naive Bayes,56.3657407407407,57.4074074074074,6355.46934479083,2.3648297,29738,30/36,ANOVA
0,2.9,Naive Bayes,Kernel Naive Bayes,62.3842592592593,62.037037037037,1242.64999137768,6.2892507,1170128,30/36,ANOVA
0,2.10,SVM,Linear SVM,73.2638888888889,73.6111111111111,15312.8228940881,2.7353045,94452,30/36,ANOVA
0,2.11,SVM,Quadratic SVM,88.1944444444444,87.962962962963,10743.0751306515,2.0229255,266468,30/36,ANOVA
0,2.12,SVM,Cubic SVM,89.5833333333333,88.8888888888889,10375.063343124,3.8590293,254948,30/36,ANOVA
0,2.13,SVM,Fine Gaussian SVM,78.587962962963,77.3148148148148,7840.1409773498,3.0424161,933820,30/36,ANOVA
0,2.14,SVM,Medium Gaussian SVM,86.2268518518518,86.1111111111111,9695.94678002545,2.4209688,432316,30/36,ANOVA
0,2.15,SVM,Coarse Gaussian SVM,64.2361111111111,63.8888888888889,11690.2252668524,2.6883244,629180,30/36,ANOVA
0,2.16,KNN,Fine KNN,89.6990740740741,87.037037037037,13355.2623443432,1.842248,231258,30/36,ANOVA
0,2.17,KNN,Medium KNN,82.6388888888889,83.7962962962963,16359.4535488085,3.0655983,231258,30/36,ANOVA
0,2.18,KNN,Coarse KNN,61.3425925925926,62.962962962963,13452.2235871662,1.0999401,231258,30/36,ANOVA
0,2.19,KNN,Cosine KNN,81.0185185185185,84.7222222222222,11404.7511876649,2.0483306,231246,30/36,ANOVA
0,2.20,KNN,Cubic KNN,81.8287037037037,82.4074074074074,5740.81419894712,2.3067087,231274,30/36,ANOVA
0,2.21,KNN,Weighted KNN,86.8055555555556,86.1111111111111,14868.2251916607,1.9057988,231276,30/36,ANOVA
0,2.22,Ensemble,Boosted Trees,73.7268518518518,71.7592592592593,4867.51513915516,4.1596704,471150,30/36,ANOVA
0,2.23,Ensemble,Bagged Trees,83.3333333333333,84.7222222222222,3137.92145390361,6.2695886,1291810,30/36,ANOVA
0,2.24,Ensemble,Subspace Discriminant,68.6342592592593,68.5185185185185,2070.56058270943,4.1228973,369264,30/36,ANOVA
0,2.25,Ensemble,Subspace KNN,58.5648148148148,63.8888888888889,1167.73104991456,6.1876501,3762852,30/36,ANOVA
0,2.26,Ensemble,RUSBoosted Trees,69.9074074074074,69.9074074074074,3412.38561695261,7.052822,471150,30/36,ANOVA
0,2.27,Neural Network,Narrow Neural Network,78.4722222222222,82.4074074074074,24301.4732768174,6.1698599,13369,30/36,ANOVA
0,2.28,Neural Network,Medium Neural Network,83.7962962962963,84.7222222222222,23091.3551739068,3.6393259,17689,30/36,ANOVA
0,2.29,Neural Network,Wide Neural Network,86.4583333333333,85.6481481481482,24979.7617670868,4.1761613,39289,30/36,ANOVA
0,2.30,Neural Network,Bilayered Neural Network,79.9768518518518,81.9444444444444,28956.0732347352,8.7874914,15169,30/36,ANOVA
0,2.31,Neural Network,Trilayered Neural Network,80.5555555555556,78.7037037037037,26773.0150319324,8.6679748,16969,30/36,ANOVA
0,2.32,Kernel,SVM Kernel,51.8518518518518,51.8518518518518,6311.40655246722,10.1318584,212322,30/36,ANOVA
0,2.33,Kernel,Logistic Regression Kernel,50.5787037037037,49.537037037037,5032.7829891935,5.9928869,212750,30/36,ANOVA
0,3.1,Tree,Fine Tree,74.4212962962963,74.0740740740741,42160.9435463014,8.7939781,38143,24/36,ANOVA
0,3.2,Tree,Medium Tree,65.5092592592593,58.3333333333333,39083.3506735545,3.250057,14383,24/36,ANOVA
0,3.3,Tree,Coarse Tree,48.6111111111111,43.0555555555556,37318.590186593,1.6016003,8911,24/36,ANOVA
0,3.4,Discriminant,Linear Discriminant,67.9398148148148,69.4444444444444,29500.8416617442,3.37646,20128,24/36,ANOVA
0,3.5,Discriminant,Quadratic Discriminant,81.4814814814815,82.8703703703704,23672.5300016439,1.4377416,65482,24/36,ANOVA
0,3.6,Efficient Logistic Regression,Efficient Logistic Regression,31.1342592592593,30.0925925925926,20149.7236409431,2.9798205,153374,24/36,ANOVA
0,3.7,Efficient Linear SVM,Efficient Linear SVM,51.3888888888889,53.7037037037037,20287.4049027895,3.1803266,152930,24/36,ANOVA
0,3.8,Naive Bayes,Gaussian Naive Bayes,54.2824074074074,55.0925925925926,8715.2122819936,3.1382029,24572,24/36,ANOVA
